region,category,n_category,k_pos,expected_pos,fold_enrichment_pos,p_pos_enrich,p_pos_deplete,k_neg,expected_neg,fold_enrichment_neg,p_neg_enrich,p_neg_deplete,q_pos_enrich,q_pos_deplete,q_neg_enrich,q_neg_deplete
ec,Glutamate signaling,582328,26,44.11,0.589,0.9995980744496422,0.000401925550357844,492,416.45,1.181,4.139641590098313e-06,0.9999958603584103,1.0,0.001866227178545969,2.2238539704946752e-05,1.0
ec,Glycine signaling,468,0,0.04,0.0,0.03483180847937163,0.9651681915206284,0,0.33,0.0,0.28455775758195473,0.7154422424180453,0.11332602477091334,1.0,0.6573284200143155,1.0
ec,Growth Factor/Neurotrophic,193283,42,14.64,2.869,4.433741416521469e-11,0.9999999999556626,6,138.23,0.043,1.0,6.433477750099571e-54,3.1592671430339306e-10,1.0,1.0,1.0429006037003514e-52
ec,Hormones/Endocrine,3642,0,0.28,0.0,0.24129097978537306,0.7587090202146269,0,2.6,0.0,0.926327661279407,0.07367233872059295,0.5702119317690145,1.0,1.0,0.216793761075885
ec,Immune/Inflammatory,24189,0,1.83,0.0,0.841887900025845,0.158112099974155,2,17.3,0.116,0.999995317173915,4.682826085020781e-06,1.0,0.4126993795935571,1.0,2.45848369463591e-05
ec,Lipid signaling,9492,0,0.72,0.0,0.5136586802028603,0.4863413197971397,0,6.79,0.0,0.9988955616337052,0.0011044383662947763,1.0,0.9816729048617625,1.0,0.004813684200265912
ec,Metabolic/Other,42965,0,3.25,0.0,0.9628704432020947,0.0371295567979053,0,30.73,0.0,0.999999999999969,3.0965701597070307e-14,1.0,0.11912399472661284,1.0,2.5546703817583e-13
ec,Monoamine signaling,474,0,0.04,0.0,0.03527045830840793,0.9647295416915921,0,0.34,0.0,0.28762296954428473,0.7123770304557153,0.11435053851568043,1.0,0.6611035419376097,1.0
ec,Neuropeptide signaling,4452,0,0.34,0.0,0.286538243580855,0.713461756419145,0,3.18,0.0,0.9587827984048155,0.04121720159518447,0.6602527108945387,1.0,1.0,0.12910065855576425
ec,Notch/Hedgehog,27810,3,2.11,1.424,0.16124471648210043,0.8387552835178995,92,19.89,4.626,1.6490775068979153e-33,1.0,0.41969047332242476,1.0,2.0591184005049645e-32,1.0
ec,Purinergic signaling,3474,0,0.26,0.0,0.23155554877478438,0.7684444512252157,0,2.48,0.0,0.9168994469169361,0.08310055308306381,0.5514364099688164,1.0,1.0,0.2392053303699407
ec,Steroid/Retinoid signaling,16414,2,1.24,1.609,0.12924448470520067,0.8707555152947993,0,11.74,0.0,0.9999924650283869,7.534971613122421e-06,0.3519334026068622,1.0,1.0,3.867952094736176e-05
ec,Synapse organization,5717,0,0.43,0.0,0.3519005841750265,0.6480994158249735,0,4.09,0.0,0.9833679782191508,0.016632021780849215,0.7632773234218885,1.0,1.0,0.05865644322711708
ec,Synaptic adhesion,308982,58,23.4,2.478,1.0910231604348743e-12,0.999999999998909,460,220.97,2.082,1.0107599666511973e-57,1.0,8.263159018375606e-12,1.0,1.6980767439740116e-56,1.0
ec,Teneurin/Latrophilin,71597,0,5.42,0.0,0.9960439144458492,0.003956085554150851,135,51.2,2.637,3.744458201355386e-24,1.0,1.0,0.015688510952941572,3.9316811114231557e-23,1.0
ec,Wnt signaling,35746,0,2.71,0.0,0.935071629760766,0.06492837023923402,1,25.56,0.039,0.9999999998354756,1.645244310471891e-10,1.0,0.19415473819110757,1.0,1.1430118367488926e-09
hip,Axon guidance,94362,11,8.44,1.303,0.13892507472165375,0.8610749252783463,16,27.74,0.577,0.9905951843214421,0.009404815678557934,0.3731592123337444,1.0,1.0,0.03462171190034873
hip,Cholinergic signaling,0,0,0.0,,0.0,1.0,0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0
hip,ECM/Adhesion,104288,1,9.33,0.107,0.9993240599885962,0.0006759400114038191,18,30.65,0.587,0.9923151032578645,0.007684896742135462,1.0,0.0030616106398878864,1.0,0.02898303914176803
hip,GABA signaling,124253,6,11.12,0.54,0.9352555038453558,0.06474449615464413,0,36.52,0.0,1.0,2.357784745432114e-17,1.0,0.19415473819110757,1.0,2.1358755929208562e-16
hip,Gap junction,1748,0,0.16,0.0,0.14490001795158186,0.8550999820484182,0,0.51,0.0,0.40202495329331256,0.5979750467066874,0.38363213921851474,1.0,0.8481074357146594,1.0
hip,Glutamate signaling,414162,31,37.06,0.836,0.8635601128742834,0.13643988712571664,80,121.74,0.657,0.9999982872778724,1.712722127637336e-06,1.0,0.3686270634624625,1.0,9.476378718185022e-06
hip,Glycine signaling,186,0,0.02,0.0,0.01650940308584741,0.9834905969141526,0,0.05,0.0,0.05321591033963929,0.9467840896603608,0.05844708218897704,1.0,0.16174835905864046,1.0
hip,Growth Factor/Neurotrophic,163711,60,14.65,4.095,1.4415343827899239e-24,1.0,101,48.12,2.099,1.3308019184685412e-13,0.999999999999867,1.5310089306872296e-23,1.0,1.0600525626421828e-12,1.0
hip,Hormones/Endocrine,2458,0,0.22,0.0,0.19762221482186898,0.8023777851781311,0,0.72,0.0,0.5148284901480928,0.48517150985190716,0.4895520817571231,1.0,1.0,0.9816729048617625
hip,Immune/Inflammatory,17674,0,1.58,0.0,0.7964805020740333,0.20351949792596663,8,5.2,1.54,0.0802201292608505,0.9197798707391496,1.0,0.498811713749584,0.2323617537210842,1.0
hip,Lipid signaling,6634,0,0.59,0.0,0.4485188102222885,0.5514811897777114,0,1.95,0.0,0.8584346632730252,0.14156533672697483,0.920531721115072,1.0,1.0,0.37696360557845743
hip,Metabolic/Other,39730,0,3.56,0.0,0.9728951460153599,0.02710485398464013,0,11.68,0.0,0.9999928759611737,7.12403882630481e-06,1.0,0.09107230938839084,1.0,3.6907250377324855e-05
hip,Monoamine signaling,182,0,0.02,0.0,0.01615722282174927,0.9838427771782507,0,0.05,0.0,0.05210175928345369,0.9478982407165463,0.05742028418190895,1.0,0.15888457286439342,1.0
hip,Neuropeptide signaling,2281,0,0.2,0.0,0.18478854929323496,0.815211450706765,0,0.67,0.0,0.48886844372614996,0.5111315562738501,0.46272254619769404,1.0,0.9819879173977447,1.0
hip,Notch/Hedgehog,23662,0,2.12,0.0,0.8818821565244113,0.11811784347558879,0,6.96,0.0,0.9991032797006075,0.0008967202993925086,1.0,0.32973077755723273,1.0,0.00400275148134627
hip,Purinergic signaling,2729,0,0.24,0.0,0.21688422604974594,0.7831157739502541,0,0.8,0.0,0.5520494214275617,0.44795057857243825,0.525145832500244,1.0,1.0,0.920531721115072
hip,Steroid/Retinoid signaling,11651,0,1.04,0.0,0.6490639945077468,0.35093600549225323,0,3.42,0.0,0.9679281715441412,0.032071828455858764,1.0,0.7632773234218885,1.0,0.10546038965556405
hip,Synapse organization,3652,0,0.33,0.0,0.2791115390070187,0.7208884609929813,0,1.07,0.0,0.6587187865020856,0.3412812134979144,0.6463635640162538,1.0,1.0,0.7490352524277266
hip,Synaptic adhesion,280718,13,25.12,0.517,0.9971758110088835,0.002824188991116468,126,82.51,1.527,1.2780023294687763e-07,0.9999998721997672,1.0,0.011754732557619893,7.768908897560193e-07,1.0
hip,Teneurin/Latrophilin,61085,0,5.47,0.0,0.9962724929634699,0.0037275070365301666,55,17.96,3.063,8.193494141694527e-14,0.9999999999999181,1.0,0.014974854355451626,6.699812908783844e-13,1.0
hip,Wnt signaling,19273,1,1.72,0.58,0.5159879975436346,0.48401200245636544,0,5.67,0.0,0.9966740701775724,0.003325929822427594,1.0,0.9816729048617625,1.0,0.013478768227732882
ipp,Axon guidance,78326,118,69.11,1.707,9.15273655582532e-09,0.9999999908472635,254,472.89,0.537,1.0,3.969725164101406e-30,5.914075928379438e-08,1.0,1.0,4.643070951429999e-29
ipp,Cholinergic signaling,0,0,0.0,,0.0,1.0,0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0
ipp,ECM/Adhesion,78724,19,69.46,0.274,0.9999999999997858,2.1413251006335556e-13,281,475.29,0.591,1.0,1.7089276075143084e-23,1.0,1.6767664347333944e-12,1.0,1.7544990103813565e-22
ipp,GABA signaling,133691,12,117.96,0.102,1.0,3.4879603028613544e-38,40,807.15,0.05,1.0,1.5104756531986155e-302,1.0,4.739522529182193e-37,1.0,5.367998090598157e-301
ipp,Gap junction,346,0,0.31,0.0,0.2632213313930227,0.7367786686069773,0,2.09,0.0,0.8770019282546752,0.12299807174532482,0.6126360458618462,1.0,1.0,0.3412919468248653
ipp,Glutamate signaling,422554,843,372.84,2.261,3.0029269052118186e-188,1.0,3384,2551.15,1.326,2.2720541930036243e-89,1.0,8.670951438799126e-187,1.0,4.9985192246079736e-88,1.0
ipp,Glycine signaling,25,0,0.02,0.0,0.02182676167940906,0.9781732383205909,0,0.15,0.0,0.1404922273306804,0.8595077726693197,0.07497370926310026,1.0,0.3762748349378223,1.0
ipp,Growth Factor/Neurotrophic,121671,39,107.36,0.363,0.9999999999999974,2.6973934683857117e-15,547,734.58,0.745,0.9999999999999853,1.5125486303609373e-14,1.0,2.2865977658609153e-14,1.0,1.2590945355436993e-13
ipp,Hormones/Endocrine,861,0,0.76,0.0,0.5324725083600143,0.46752749163998575,0,5.2,0.0,0.9945701019469437,0.005429898053056235,1.0,0.9536322346034146,1.0,0.021080780676571265
ipp,Immune/Inflammatory,11736,0,10.36,0.0,0.9999698539114893,3.0146088510753894e-05,92,70.86,1.298,0.006309710084497727,0.9936902899155023,1.0,0.00014975798808568061,0.024191585552182156,1.0
ipp,Lipid signaling,3460,0,3.05,0.0,0.9530443067742429,0.046955693225757086,10,20.89,0.479,0.9935294950629074,0.006470504937092597,1.0,0.14462353513533183,1.0,0.024705564305262644
ipp,Metabolic/Other,33914,1,29.92,0.033,0.9999999999979183,2.081688905571527e-12,4,204.75,0.02,1.0,3.0407522595115805e-83,1.0,1.55119399092588e-11,1.0,6.38557974497432e-82
ipp,Monoamine signaling,0,0,0.0,,0.0,1.0,0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0
ipp,Neuropeptide signaling,2343,4,2.07,1.935,0.05867241311096038,0.9413275868890396,2,14.15,0.141,0.9999206157000164,7.938429998352898e-05,0.17716767880564507,1.0,1.0,0.00038005747764135116
ipp,Notch/Hedgehog,17465,1,15.41,0.065,0.9999969949078593,3.005092140635429e-06,259,105.44,2.456,6.576806454309081e-38,1.0,1.0,1.6333559634983155e-05,8.559111498283932e-37,1.0
ipp,Purinergic signaling,906,0,0.8,0.0,0.5506928504081197,0.44930714959188034,0,5.47,0.0,0.9958661257224326,0.004133874277567405,1.0,0.920531721115072,1.0,0.016323503557573858
ipp,Steroid/Retinoid signaling,8201,1,7.24,0.138,0.9941908930050712,0.005809106994928795,5,49.51,0.101,0.9999999999999993,6.680878039256954e-16,1.0,0.022458639595456933,1.0,5.879172674546119e-15
ipp,Synapse organization,3674,0,3.24,0.0,0.9611483395260852,0.03885166047391472,0,22.18,0.0,0.9999999997896434,2.103566178578597e-10,1.0,0.12378942854447313,1.0,1.4505187679153907e-09
ipp,Synaptic adhesion,250622,41,221.13,0.185,1.0,9.555138981870997e-58,2170,1513.12,1.434,5.984816025691758e-74,1.0,1.0,1.6349904480090373e-56,1.1285653077018744e-72,1.0
ipp,Teneurin/Latrophilin,54280,7,47.89,0.146,0.9999999999999061,9.394610576138648e-14,383,327.71,1.169,0.0009997322231843745,0.9990002677768159,1.0,7.548365367262704e-13,0.004419868776183551,1.0
ipp,Wnt signaling,8017,0,7.07,0.0,0.9991749032051112,0.0008250967948887993,0,48.4,0.0,1.0,7.018846673866838e-22,1.0,0.003700919604258498,1.0,7.049363398535824e-21
m1,Axon guidance,137270,530,211.82,2.502,7.701730425240796e-84,1.0,635,704.93,0.901,0.9970644094703819,0.0029355905296185193,1.6549764913773247e-82,1.0,1.0,0.012055491774966719
m1,Cholinergic signaling,0,0,0.0,,0.0,1.0,0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0
m1,ECM/Adhesion,192405,120,296.9,0.404,1.0,5.122644272194015e-34,800,988.07,0.81,0.9999999999555521,4.444856370069383e-11,1.0,6.574060149315654e-33,1.0,3.1592671430339306e-10
m1,GABA signaling,243387,145,375.57,0.386,1.0,1.8790115626157795e-46,43,1249.88,0.034,1.0,0.0,1.0,2.8003333610596454e-45,1.0,0.0
m1,Gap junction,1282,0,1.98,0.0,0.861985881732785,0.13801411826721494,0,6.58,0.0,0.9986432028551557,0.0013567971448442873,1.0,0.37179313492392596,1.0,0.005831072380633123
m1,Glutamate signaling,605894,1405,934.94,1.503,1.4728137335829074e-71,1.0,4180,3111.48,1.343,4.174886594206847e-112,1.0,2.721759779661213e-70,1.0,1.042593300823548e-110,1.0
m1,Glycine signaling,270,0,0.42,0.0,0.34096726445213715,0.6590327355478629,1,1.39,0.721,0.4038671836517156,0.5961328163482844,0.7490352524277266,1.0,0.8484717730964663,1.0
m1,Growth Factor/Neurotrophic,207590,349,320.33,1.09,0.04368073791604946,0.9563192620839509,864,1066.05,0.81,0.9999999999917771,8.223407943583044e-12,0.13589562907215388,1.0,1.0,5.983014913284042e-11
m1,Hormones/Endocrine,3513,1,5.42,0.184,0.9717735826051301,0.028226417394869918,4,18.04,0.222,0.9999215646593697,7.843534063032771e-05,1.0,0.09415599159877186,1.0,0.0003774700767834521
m1,Immune/Inflammatory,23258,11,35.89,0.307,0.9999989577177318,1.0422822681424995e-06,95,119.44,0.795,0.988486088252736,0.011513911747264082,1.0,5.9083976427219e-06,1.0,0.041707123029445216
m1,Lipid signaling,7082,0,10.93,0.0,0.9999825498359142,1.7450164085838965e-05,13,36.37,0.357,0.9999928502188122,7.149781187815097e-06,1.0,8.859314074349013e-05,1.0,3.6907250377324855e-05
m1,Metabolic/Other,52777,16,81.44,0.196,1.0,4.444547622652075e-19,20,271.03,0.074,1.0,9.164326120868703e-90,1.0,4.190573472786242e-18,1.0,2.0653261794348003e-88
m1,Monoamine signaling,6,0,0.01,0.0,0.009222856077008535,0.9907771439229914,0,0.03,0.0,0.030419283565925978,0.9695807164340741,0.034087676060623545,1.0,0.10074343374521721,1.0
m1,Neuropeptide signaling,4397,16,6.78,2.358,0.0006679653163625554,0.9993320346836374,0,22.58,0.0,0.9999999998563391,1.4366082496642497e-10,0.003040393853788183,1.0,1.0,1.005625774764975e-09
m1,Notch/Hedgehog,32833,15,50.66,0.296,0.9999999968564734,3.143526522278871e-09,403,168.61,2.39,7.168579710534152e-55,1.0,1.0,2.0600131252380687e-08,1.182815652238135e-53,1.0
m1,Purinergic signaling,2776,3,4.28,0.7,0.6202306432371181,0.3797693567628819,0,14.26,0.0,0.9999993855419095,6.144580905036013e-07,1.0,0.8085412111725873,1.0,3.548495472658298e-06
m1,Steroid/Retinoid signaling,23276,94,35.92,2.617,1.1454559941553533e-16,0.9999999999999999,17,119.53,0.142,1.0,3.926769294534542e-32,1.0176935948072562e-15,1.0,1.0,4.712123153441451e-31
m1,Synapse organization,5413,14,8.35,1.676,0.023795379209093494,0.9762046207909065,0,27.8,0.0,0.9999999999992416,7.584092931282403e-13,0.08113258446200144,1.0,1.0,5.791489147524744e-12
m1,Synaptic adhesion,327763,262,505.76,0.518,1.0,5.087212284268649e-38,2544,1683.18,1.511,2.3938324158283602e-105,1.0,1.0,6.715120215234616e-37,5.820792505856328e-104,1.0
m1,Teneurin/Latrophilin,71118,68,109.74,0.62,0.9999909297516911,9.070248308927691e-06,544,365.22,1.49,1.6393180826865054e-19,1.0,1.0,4.6303367057730314e-05,1.5778436545857613e-18,1.0
m1,Wnt signaling,37495,6,57.86,0.104,1.0,2.667274918585582e-18,4,192.55,0.021,1.0,1.458034504161678e-77,1.0,2.4401604205674036e-17,1.0,2.92874756922911e-76
mb,Axon guidance,114396,1,1.07,0.932,0.291846690188076,0.7081533098119239,34,28.27,1.203,0.11350174058119575,0.8864982594188043,0.6674909448855996,1.0,0.3178048736273481,1.0
mb,Cholinergic signaling,1239,0,0.01,0.0,0.011555220233266206,0.9884447797667338,0,0.31,0.0,0.26388752110941566,0.7361124788905844,0.041707123029445216,1.0,0.6126433907163318,1.0
mb,ECM/Adhesion,167808,0,1.57,0.0,0.8115909297556383,0.18840907024436176,54,41.47,1.302,0.018722516451174787,0.9812774835488253,1.0,0.46798381963922114,0.06552880757911175,1.0
mb,GABA signaling,99837,0,0.94,0.0,0.6205015388045416,0.3794984611954583,4,24.67,0.162,0.9999998099960025,1.9000399750193958e-07,1.0,0.8085412111725873,1.0,1.1326689915599494e-06
mb,Gap junction,549,0,0.01,0.0,0.005135499132367775,0.9948645008676322,0,0.14,0.0,0.12691466656631392,0.8730853334336861,0.020021945984421197,1.0,0.3479796792500714,1.0
mb,Glutamate signaling,444567,2,4.17,0.48,0.8347531902168486,0.16524680978315148,115,109.87,1.047,0.2593340712522051,0.740665928747795,1.0,0.42531490874549294,0.605112832921812,1.0
mb,Glycine signaling,2984,0,0.03,0.0,0.027619354457229593,0.9723806455427704,0,0.74,0.0,0.522072940025764,0.477927059974236,0.09246479535681212,1.0,1.0,0.9726973643528504
mb,Growth Factor/Neurotrophic,191115,0,1.79,0.0,0.8530326161725375,0.1469673838274626,17,47.23,0.36,0.9999999054195157,9.458048429717034e-08,1.0,0.3879938933045013,1.0,5.826157832705693e-07
mb,Hormones/Endocrine,4159,0,0.04,0.0,0.03829923368172939,0.9617007663182706,0,1.03,0.0,0.6427858672932656,0.35721413270673436,0.12245152914158464,1.0,1.0,0.7711037870255002
mb,Immune/Inflammatory,21883,0,0.21,0.0,0.18674283182637977,0.8132571681736203,0,5.41,0.0,0.9956988904152768,0.004301109584723159,0.4650953547373987,1.0,1.0,0.016911596835251907
mb,Lipid signaling,8808,0,0.08,0.0,0.07949621127338438,0.9205037887266156,0,2.18,0.0,0.8873570520819459,0.11264294791805407,0.23098899124719235,1.0,1.0,0.31678692275574877
mb,Metabolic/Other,40499,0,0.38,0.0,0.31954290943475205,0.680457090565248,0,10.01,0.0,0.9999608642138912,3.9135786108790825e-05,0.7114642128137613,1.0,1.0,0.00019234822534320596
mb,Monoamine signaling,3446,0,0.03,0.0,0.0318316621737106,0.9681683378262894,0,0.85,0.0,0.5737531868756308,0.4262468131243692,0.10504448517324497,1.0,1.0,0.8870541786642278
mb,Neuropeptide signaling,4450,0,0.04,0.0,0.040927326817751,0.959072673182249,0,1.1,0.0,0.6676460261540051,0.33235397384599485,0.12862874142721742,1.0,1.0,0.7382093072925462
mb,Notch/Hedgehog,27094,0,0.25,0.0,0.22615561303491138,0.7738443869650886,2,6.7,0.299,0.9639775107831625,0.03602248921683748,0.5413673223944511,1.0,1.0,0.11597484333225726
mb,Purinergic signaling,5453,0,0.05,0.0,0.04993464956598422,0.9500653504340157,0,1.35,0.0,0.7408355485956795,0.25916445140432054,0.15328776145837017,1.0,1.0,0.605112832921812
mb,Steroid/Retinoid signaling,23069,3,0.22,13.869,5.037699287907885e-05,0.9999496230071209,0,5.7,0.0,0.9968060862779499,0.003193913722050163,0.00024370859382339714,1.0,1.0,0.013002074280476197
mb,Synapse organization,4798,0,0.04,0.0,0.044061444386546335,0.9559385556134536,0,1.19,0.0,0.6951201577179378,0.30487984228206216,0.13662004903747924,1.0,1.0,0.6890177383987013
mb,Synaptic adhesion,233715,2,2.19,0.913,0.3789631164863388,0.6210368835136613,27,57.76,0.467,0.9999988799812446,1.12001875540382e-06,0.8085412111725873,1.0,1.0,6.272105030261392e-06
mb,Teneurin/Latrophilin,53062,6,0.5,12.059,1.969791021575894e-07,0.9999998030208979,116,13.11,8.846,1.6341892992940457e-75,1.0,1.1667223743180296e-06,1.0,3.212746622441911e-74,1.0
