ligand,receptor,lr_pair,classification,broad_category,source
CDH1,ITGA2_ITGB1,CDH1|ITGA2_ITGB1,Adhesion by Cadherin,ECM/Adhesion,cpdb_uniprot
GAD2_SLC6A11,GABRA6_GABRB3_GABRG2,GAD2_SLC6A11|GABRA6_GABRB3_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A12,GABBR1,GAD2_SLC6A12|GABBR1,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A12,GABBR2,GAD2_SLC6A12|GABBR2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A12,GABRA1_GABRB2,GAD2_SLC6A12|GABRA1_GABRB2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A12,GABRA1_GABRB2_GABRD,GAD2_SLC6A12|GABRA1_GABRB2_GABRD,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A12,GABRA1_GABRB2_GABRG2,GAD2_SLC6A12|GABRA1_GABRB2_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A12,GABRA1_GABRB3,GAD2_SLC6A12|GABRA1_GABRB3,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A12,GABRA1_GABRB3_GABRG2,GAD2_SLC6A12|GABRA1_GABRB3_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A12,GABRA2_GABRB3_GABRG2,GAD2_SLC6A12|GABRA2_GABRB3_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A12,GABRA3_GABRB3_GABRE,GAD2_SLC6A12|GABRA3_GABRB3_GABRE,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A12,GABRA3_GABRB3_GABRG2,GAD2_SLC6A12|GABRA3_GABRB3_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A12,GABRA3_GABRB3_GABRQ,GAD2_SLC6A12|GABRA3_GABRB3_GABRQ,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A12,GABRA4_GABRB2_GABRD,GAD2_SLC6A12|GABRA4_GABRB2_GABRD,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A12,GABRA4_GABRB3_GABRD,GAD2_SLC6A12|GABRA4_GABRB3_GABRD,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A12,GABRA4_GABRB3_GABRG2,GAD2_SLC6A12|GABRA4_GABRB3_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A12,GABRA5_GABRB3_GABRG2,GAD2_SLC6A12|GABRA5_GABRB3_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A12,GABRA6_GABRB3_GABRD,GAD2_SLC6A12|GABRA6_GABRB3_GABRD,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A12,GABRA6_GABRB3_GABRG2,GAD2_SLC6A12|GABRA6_GABRB3_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A13,GABBR1,GAD2_SLC6A13|GABBR1,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A13,GABBR2,GAD2_SLC6A13|GABBR2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A13,GABRA1_GABRB2,GAD2_SLC6A13|GABRA1_GABRB2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A13,GABRA1_GABRB2_GABRD,GAD2_SLC6A13|GABRA1_GABRB2_GABRD,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A13,GABRA1_GABRB2_GABRG2,GAD2_SLC6A13|GABRA1_GABRB2_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A13,GABRA1_GABRB3,GAD2_SLC6A13|GABRA1_GABRB3,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A13,GABRA1_GABRB3_GABRG2,GAD2_SLC6A13|GABRA1_GABRB3_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A13,GABRA2_GABRB3_GABRG2,GAD2_SLC6A13|GABRA2_GABRB3_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A13,GABRA3_GABRB3_GABRE,GAD2_SLC6A13|GABRA3_GABRB3_GABRE,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A13,GABRA3_GABRB3_GABRG2,GAD2_SLC6A13|GABRA3_GABRB3_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A13,GABRA3_GABRB3_GABRQ,GAD2_SLC6A13|GABRA3_GABRB3_GABRQ,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A13,GABRA4_GABRB2_GABRD,GAD2_SLC6A13|GABRA4_GABRB2_GABRD,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A13,GABRA4_GABRB3_GABRD,GAD2_SLC6A13|GABRA4_GABRB3_GABRD,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A13,GABRA4_GABRB3_GABRG2,GAD2_SLC6A13|GABRA4_GABRB3_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A13,GABRA5_GABRB3_GABRG2,GAD2_SLC6A13|GABRA5_GABRB3_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A13,GABRA6_GABRB3_GABRD,GAD2_SLC6A13|GABRA6_GABRB3_GABRD,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A13,GABRA6_GABRB3_GABRG2,GAD2_SLC6A13|GABRA6_GABRB3_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A6,GABBR1,GAD2_SLC6A6|GABBR1,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A6,GABBR2,GAD2_SLC6A6|GABBR2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A6,GABRA1_GABRB2,GAD2_SLC6A6|GABRA1_GABRB2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A6,GABRA1_GABRB2_GABRD,GAD2_SLC6A6|GABRA1_GABRB2_GABRD,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A6,GABRA1_GABRB2_GABRG2,GAD2_SLC6A6|GABRA1_GABRB2_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A6,GABRA1_GABRB3,GAD2_SLC6A6|GABRA1_GABRB3,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A6,GABRA1_GABRB3_GABRG2,GAD2_SLC6A6|GABRA1_GABRB3_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A6,GABRA2_GABRB3_GABRG2,GAD2_SLC6A6|GABRA2_GABRB3_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A6,GABRA3_GABRB3_GABRE,GAD2_SLC6A6|GABRA3_GABRB3_GABRE,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A6,GABRA3_GABRB3_GABRG2,GAD2_SLC6A6|GABRA3_GABRB3_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A6,GABRA3_GABRB3_GABRQ,GAD2_SLC6A6|GABRA3_GABRB3_GABRQ,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A6,GABRA4_GABRB2_GABRD,GAD2_SLC6A6|GABRA4_GABRB2_GABRD,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A6,GABRA4_GABRB3_GABRD,GAD2_SLC6A6|GABRA4_GABRB3_GABRD,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A6,GABRA4_GABRB3_GABRG2,GAD2_SLC6A6|GABRA4_GABRB3_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A6,GABRA5_GABRB3_GABRG2,GAD2_SLC6A6|GABRA5_GABRB3_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A6,GABRA6_GABRB3_GABRD,GAD2_SLC6A6|GABRA6_GABRB3_GABRD,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A6,GABRA6_GABRB3_GABRG2,GAD2_SLC6A6|GABRA6_GABRB3_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A8,GABBR1,GAD2_SLC6A8|GABBR1,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A8,GABBR2,GAD2_SLC6A8|GABBR2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A8,GABRA1_GABRB2,GAD2_SLC6A8|GABRA1_GABRB2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A8,GABRA1_GABRB2_GABRD,GAD2_SLC6A8|GABRA1_GABRB2_GABRD,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A8,GABRA1_GABRB2_GABRG2,GAD2_SLC6A8|GABRA1_GABRB2_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A8,GABRA1_GABRB3,GAD2_SLC6A8|GABRA1_GABRB3,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A8,GABRA1_GABRB3_GABRG2,GAD2_SLC6A8|GABRA1_GABRB3_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A8,GABRA2_GABRB3_GABRG2,GAD2_SLC6A8|GABRA2_GABRB3_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A8,GABRA3_GABRB3_GABRE,GAD2_SLC6A8|GABRA3_GABRB3_GABRE,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A8,GABRA3_GABRB3_GABRG2,GAD2_SLC6A8|GABRA3_GABRB3_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A8,GABRA3_GABRB3_GABRQ,GAD2_SLC6A8|GABRA3_GABRB3_GABRQ,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A8,GABRA4_GABRB2_GABRD,GAD2_SLC6A8|GABRA4_GABRB2_GABRD,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A8,GABRA4_GABRB3_GABRD,GAD2_SLC6A8|GABRA4_GABRB3_GABRD,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A8,GABRA4_GABRB3_GABRG2,GAD2_SLC6A8|GABRA4_GABRB3_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A8,GABRA5_GABRB3_GABRG2,GAD2_SLC6A8|GABRA5_GABRB3_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A8,GABRA6_GABRB3_GABRD,GAD2_SLC6A8|GABRA6_GABRB3_GABRD,Signaling by GABA,GABA signaling,cpdb_special
GAD2_SLC6A8,GABRA6_GABRB3_GABRG2,GAD2_SLC6A8|GABRA6_GABRB3_GABRG2,Signaling by GABA,GABA signaling,cpdb_special
GAL,GALR1,GAL|GALR1,Signaling by Galanin,Neuropeptide signaling,cpdb_uniprot
GAL,GALR1_GPR151,GAL|GALR1_GPR151,Signaling by Galanin,Neuropeptide signaling,cpdb_uniprot
GAL,GALR2,GAL|GALR2,Signaling by Galanin,Neuropeptide signaling,cpdb_uniprot
GAL,GALR2_GPR151,GAL|GALR2_GPR151,Signaling by Galanin,Neuropeptide signaling,cpdb_uniprot
GAL,GALR3,GAL|GALR3,Signaling by Galanin,Neuropeptide signaling,cpdb_uniprot
GAL,GALR3_GPR151,GAL|GALR3_GPR151,Signaling by Galanin,Neuropeptide signaling,cpdb_uniprot
GALP,GALR1,GALP|GALR1,Signaling by Galanin,Neuropeptide signaling,cpdb_uniprot
GALP,GALR1_GPR151,GALP|GALR1_GPR151,Signaling by Galanin,Neuropeptide signaling,cpdb_uniprot
GALP,GALR2,GALP|GALR2,Signaling by Galanin,Neuropeptide signaling,cpdb_uniprot
GALP,GALR2_GPR151,GALP|GALR2_GPR151,Signaling by Galanin,Neuropeptide signaling,cpdb_uniprot
GALP,GALR3,GALP|GALR3,Signaling by Galanin,Neuropeptide signaling,cpdb_uniprot
GALP,GALR3_GPR151,GALP|GALR3_GPR151,Signaling by Galanin,Neuropeptide signaling,cpdb_uniprot
LGALS3,MERTK,LGALS3|MERTK,Signaling by Galectin,Immune/Inflammatory,cpdb_uniprot
LGALS9,BCR_CD22_PTPRC,LGALS9|BCR_CD22_PTPRC,Signaling by Galectin,Immune/Inflammatory,cpdb_uniprot
LGALS9,HAVCR2,LGALS9|HAVCR2,Signaling by Galectin,Immune/Inflammatory,cpdb_uniprot
LGALS9,P4HB,LGALS9|P4HB,Signaling by Galectin,Immune/Inflammatory,cpdb_uniprot
GAST,ADGRG1,GAST|ADGRG1,Signaling by Gastrin,Neuropeptide signaling,cpdb_uniprot
GAST,CCKAR,GAST|CCKAR,Signaling by Gastrin,Neuropeptide signaling,cpdb_uniprot
GAST,CCKBR,GAST|CCKBR,Signaling by Gastrin,Neuropeptide signaling,cpdb_uniprot
GIP,GIPR,GIP|GIPR,Signaling by Gastrin,Neuropeptide signaling,cpdb_uniprot
GRP,GRPR,GRP|GRPR,Signaling by Gastrin,Neuropeptide signaling,cpdb_uniprot
GRP,NMBR,GRP|NMBR,Signaling by Gastrin,Neuropeptide signaling,cpdb_uniprot
GLS_SLC17A6,GRIA1,GLS_SLC17A6|GRIA1,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A6,GRIA2,GLS_SLC17A6|GRIA2,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A6,GRIA3,GLS_SLC17A6|GRIA3,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A6,GRIA4,GLS_SLC17A6|GRIA4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A6,GRIK1,GLS_SLC17A6|GRIK1,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A6,GRIK1_GRIK4,GLS_SLC17A6|GRIK1_GRIK4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A6,GRIK1_GRIK5,GLS_SLC17A6|GRIK1_GRIK5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A6,GRIK2,GLS_SLC17A6|GRIK2,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A6,GRIK2_GRIK4,GLS_SLC17A6|GRIK2_GRIK4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A6,GRIK2_GRIK5,GLS_SLC17A6|GRIK2_GRIK5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A6,GRIK3,GLS_SLC17A6|GRIK3,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A6,GRIK3_GRIK4,GLS_SLC17A6|GRIK3_GRIK4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A6,GRIK3_GRIK5,GLS_SLC17A6|GRIK3_GRIK5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A6,GRIN1_GRIN2A,GLS_SLC17A6|GRIN1_GRIN2A,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A6,GRIN1_GRIN2B,GLS_SLC17A6|GRIN1_GRIN2B,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A6,GRIN1_GRIN2C,GLS_SLC17A6|GRIN1_GRIN2C,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A6,GRIN1_GRIN2D,GLS_SLC17A6|GRIN1_GRIN2D,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A6,GRM1,GLS_SLC17A6|GRM1,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A6,GRM2,GLS_SLC17A6|GRM2,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A6,GRM3,GLS_SLC17A6|GRM3,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A6,GRM4,GLS_SLC17A6|GRM4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A6,GRM5,GLS_SLC17A6|GRM5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A6,GRM6,GLS_SLC17A6|GRM6,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A6,GRM7,GLS_SLC17A6|GRM7,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A6,GRM8,GLS_SLC17A6|GRM8,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A7,GRIA1,GLS_SLC17A7|GRIA1,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A7,GRIA2,GLS_SLC17A7|GRIA2,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A7,GRIA3,GLS_SLC17A7|GRIA3,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A7,GRIA4,GLS_SLC17A7|GRIA4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A7,GRIK1,GLS_SLC17A7|GRIK1,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A7,GRIK1_GRIK4,GLS_SLC17A7|GRIK1_GRIK4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A7,GRIK1_GRIK5,GLS_SLC17A7|GRIK1_GRIK5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A7,GRIK2,GLS_SLC17A7|GRIK2,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A7,GRIK2_GRIK4,GLS_SLC17A7|GRIK2_GRIK4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A7,GRIK2_GRIK5,GLS_SLC17A7|GRIK2_GRIK5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A7,GRIK3,GLS_SLC17A7|GRIK3,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A7,GRIK3_GRIK4,GLS_SLC17A7|GRIK3_GRIK4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A7,GRIK3_GRIK5,GLS_SLC17A7|GRIK3_GRIK5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A7,GRIN1_GRIN2A,GLS_SLC17A7|GRIN1_GRIN2A,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A7,GRIN1_GRIN2B,GLS_SLC17A7|GRIN1_GRIN2B,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A7,GRIN1_GRIN2C,GLS_SLC17A7|GRIN1_GRIN2C,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A7,GRIN1_GRIN2D,GLS_SLC17A7|GRIN1_GRIN2D,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A7,GRM1,GLS_SLC17A7|GRM1,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A7,GRM2,GLS_SLC17A7|GRM2,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A7,GRM3,GLS_SLC17A7|GRM3,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A7,GRM4,GLS_SLC17A7|GRM4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A7,GRM5,GLS_SLC17A7|GRM5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A7,GRM6,GLS_SLC17A7|GRM6,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A7,GRM7,GLS_SLC17A7|GRM7,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A7,GRM8,GLS_SLC17A7|GRM8,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A8,GRIA1,GLS_SLC17A8|GRIA1,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A8,GRIA2,GLS_SLC17A8|GRIA2,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A8,GRIA3,GLS_SLC17A8|GRIA3,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A8,GRIA4,GLS_SLC17A8|GRIA4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A8,GRIK1,GLS_SLC17A8|GRIK1,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A8,GRIK1_GRIK4,GLS_SLC17A8|GRIK1_GRIK4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A8,GRIK1_GRIK5,GLS_SLC17A8|GRIK1_GRIK5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A8,GRIK2,GLS_SLC17A8|GRIK2,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A8,GRIK2_GRIK4,GLS_SLC17A8|GRIK2_GRIK4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A8,GRIK2_GRIK5,GLS_SLC17A8|GRIK2_GRIK5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A8,GRIK3,GLS_SLC17A8|GRIK3,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A8,GRIK3_GRIK4,GLS_SLC17A8|GRIK3_GRIK4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A8,GRIK3_GRIK5,GLS_SLC17A8|GRIK3_GRIK5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A8,GRIN1_GRIN2A,GLS_SLC17A8|GRIN1_GRIN2A,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A8,GRIN1_GRIN2B,GLS_SLC17A8|GRIN1_GRIN2B,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A8,GRIN1_GRIN2C,GLS_SLC17A8|GRIN1_GRIN2C,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A8,GRIN1_GRIN2D,GLS_SLC17A8|GRIN1_GRIN2D,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A8,GRM1,GLS_SLC17A8|GRM1,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A8,GRM2,GLS_SLC17A8|GRM2,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A8,GRM3,GLS_SLC17A8|GRM3,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A8,GRM4,GLS_SLC17A8|GRM4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A8,GRM5,GLS_SLC17A8|GRM5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A8,GRM6,GLS_SLC17A8|GRM6,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A8,GRM7,GLS_SLC17A8|GRM7,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC17A8,GRM8,GLS_SLC17A8|GRM8,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A1,GRIA1,GLS_SLC1A1|GRIA1,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A1,GRIA2,GLS_SLC1A1|GRIA2,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A1,GRIA3,GLS_SLC1A1|GRIA3,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A1,GRIA4,GLS_SLC1A1|GRIA4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A1,GRIK1,GLS_SLC1A1|GRIK1,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A1,GRIK1_GRIK4,GLS_SLC1A1|GRIK1_GRIK4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A1,GRIK1_GRIK5,GLS_SLC1A1|GRIK1_GRIK5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A1,GRIK2,GLS_SLC1A1|GRIK2,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A1,GRIK2_GRIK4,GLS_SLC1A1|GRIK2_GRIK4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A1,GRIK2_GRIK5,GLS_SLC1A1|GRIK2_GRIK5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A1,GRIK3,GLS_SLC1A1|GRIK3,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A1,GRIK3_GRIK4,GLS_SLC1A1|GRIK3_GRIK4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A1,GRIK3_GRIK5,GLS_SLC1A1|GRIK3_GRIK5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A1,GRIN1_GRIN2A,GLS_SLC1A1|GRIN1_GRIN2A,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A1,GRIN1_GRIN2B,GLS_SLC1A1|GRIN1_GRIN2B,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A1,GRIN1_GRIN2C,GLS_SLC1A1|GRIN1_GRIN2C,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A1,GRIN1_GRIN2D,GLS_SLC1A1|GRIN1_GRIN2D,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A1,GRM1,GLS_SLC1A1|GRM1,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A1,GRM2,GLS_SLC1A1|GRM2,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A1,GRM3,GLS_SLC1A1|GRM3,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A1,GRM4,GLS_SLC1A1|GRM4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A1,GRM5,GLS_SLC1A1|GRM5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A1,GRM6,GLS_SLC1A1|GRM6,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A1,GRM7,GLS_SLC1A1|GRM7,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A1,GRM8,GLS_SLC1A1|GRM8,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A2,GRIA1,GLS_SLC1A2|GRIA1,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A2,GRIA2,GLS_SLC1A2|GRIA2,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A2,GRIA3,GLS_SLC1A2|GRIA3,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A2,GRIA4,GLS_SLC1A2|GRIA4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A2,GRIK1,GLS_SLC1A2|GRIK1,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A2,GRIK1_GRIK4,GLS_SLC1A2|GRIK1_GRIK4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A2,GRIK1_GRIK5,GLS_SLC1A2|GRIK1_GRIK5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A2,GRIK2,GLS_SLC1A2|GRIK2,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A2,GRIK2_GRIK4,GLS_SLC1A2|GRIK2_GRIK4,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A2,GRIK2_GRIK5,GLS_SLC1A2|GRIK2_GRIK5,Signaling by Glutamate,Glutamate signaling,cpdb_special
GLS_SLC1A2,GRIK3,GLS_SLC1A2|GRIK3,Signaling by Glutamate,Glutamate signaling,cpdb_special
